16;613;2024-07-30;2025-07-30;4309.76;9;62;139
16;809;2024-07-30;2024-09-28;2312.58;100;62;139
16;106;2024-07-30;2025-07-30;3559.18;40;62;139
16;677;2024-07-30;2024-08-13;989.23;19;62;139
16;418;2024-07-30;2025-01-26;1467.89;62;62;139
16;344;2024-07-30;2024-10-28;743.96;38;62;139
16;371;2024-07-30;2025-01-26;1576.81;30;62;139
16;684;2024-07-30;2025-01-26;1351.03;86;62;139
16;869;2024-07-30;2025-01-26;3382.34;23;62;139
16;860;2024-07-30;2025-07-30;1047.64;22;62;139
17;572;2024-11-13;2025-01-12;245.99;96;56;77
17;895;2024-11-13;2024-11-20;3882.06;23;56;77
17;982;2024-11-13;2024-12-13;4288.94;60;56;77
17;343;2024-11-13;2024-11-27;1943.15;12;56;77
17;197;2024-11-13;2024-12-13;4703.08;64;56;77
17;940;2024-11-13;2025-01-12;3789.56;81;56;77
17;166;2024-11-13;2025-01-12;3174.92;59;56;77
17;73;2024-11-13;2024-11-27;2938.68;80;56;77
17;287;2024-11-13;2024-11-27;3786.72;83;56;77
17;959;2024-11-13;2024-12-13;2403.8;92;56;77
17;984;2024-11-13;2024-11-27;3997.98;47;56;77
17;187;2024-11-13;2024-11-20;1642.61;68;56;77
17;450;2024-11-13;2025-11-13;1550.45;14;56;77
17;545;2024-11-13;2025-11-13;594.87;61;56;77
17;538;2024-11-13;2025-11-13;3136.13;30;56;77
18;815;2025-02-27;2025-04-28;4062.24;41;74;138
18;312;2025-02-27;2025-03-29;1863.31;68;74;138
18;342;2025-02-27;2025-05-28;3537.35;28;74;138
18;630;2025-02-27;2025-03-29;4686.43;15;74;138
18;109;2025-02-27;2025-08-26;2972.55;68;74;138
18;413;2025-02-27;2025-08-26;139.4;53;74;138
18;300;2025-02-27;2025-03-29;2942.63;43;74;138
18;496;2025-02-27;2025-03-29;1936.38;25;74;138
18;814;2025-02-27;2025-05-28;1944.53;65;74;138
18;164;2025-02-27;2025-04-28;2157.38;77;74;138
18;888;2025-02-27;2025-08-26;3993.63;43;74;138
18;647;2025-02-27;2026-02-27;4226.57;87;74;138
18;907;2025-02-27;2026-02-27;113.36;60;74;138
18;755;2025-02-27;2026-02-27;1537.84;69;74;138
18;849;2025-02-27;2025-03-29;129.4;91;74;138
19;856;2025-02-16;2025-04-17;1872.4;66;73;125
19;844;2025-02-16;2025-02-23;1336.23;16;73;125
19;689;2025-02-16;2025-04-17;4213.53;64;73;125
19;746;2025-02-16;2025-03-18;4906.97;63;73;125
19;616;2025-02-16;2025-08-15;766.09;99;73;125
19;567;2025-02-16;2025-03-18;2663.02;74;73;125
19;491;2025-02-16;2025-02-23;3211.34;80;73;125
19;3;2025-02-16;2025-08-15;1747.11;3;73;125
19;769;2025-02-16;2025-02-23;4358.62;1;73;125
19;573;2025-02-16;2025-03-18;2314.89;69;73;125
19;603;2025-02-16;2025-05-17;1396.65;46;73;125
19;811;2025-02-16;2025-04-17;608.61;45;73;125
19;531;2025-02-16;2025-05-17;4461.98;62;73;125
19;415;2025-02-16;2026-02-16;63.9;94;73;125
19;661;2025-02-16;2025-08-15;772.97;13;73;125
20;568;2024-12-18;2025-01-01;1781.57;78;21;60
20;879;2024-12-18;2025-06-16;4922.96;93;21;60
20;652;2024-12-18;2025-12-18;958.53;94;21;60
20;672;2024-12-18;2025-12-18;4362.75;34;21;60
20;876;2024-12-18;2025-02-16;3325.65;46;21;60
20;127;2024-12-18;2025-02-16;2697.06;23;21;60
20;868;2024-12-18;2025-02-16;4971.98;35;21;60
20;731;2024-12-18;2025-02-16;2074.58;90;21;60
20;801;2024-12-18;2025-03-18;3212.76;48;21;60
20;760;2024-12-18;2025-06-16;4517.25;37;21;60
21;666;2024-12-01;2024-12-31;1214.29;73;62;49
21;509;2024-12-01;2024-12-08;1726.16;6;62;49
21;556;2024-12-01;2024-12-08;4843.39;90;62;49
21;281;2024-12-01;2024-12-31;883.41;27;62;49
21;64;2024-12-01;2024-12-08;2686.65;90;62;49
21;432;2024-12-01;2024-12-08;1393.37;66;62;49
21;249;2024-12-01;2025-12-01;325.52;66;62;49
21;701;2024-12-01;2025-05-30;3678.55;50;62;49
21;570;2024-12-01;2024-12-15;991.51;65;62;49
21;250;2024-12-01;2025-12-01;3606.98;63;62;49
21;803;2024-12-01;2024-12-08;2950.23;77;62;49
21;185;2024-12-01;2024-12-08;1707.58;99;62;49
21;660;2024-12-01;2025-01-30;1101.82;23;62;49
21;44;2024-12-01;2025-12-01;385.86;82;62;49
22;907;2025-03-25;2025-06-23;4628.56;79;61;111
22;958;2025-03-25;2025-05-24;4857.44;47;61;111
22;210;2025-03-25;2025-04-24;4378.2;42;61;111
22;602;2025-03-25;2025-04-08;2084.38;60;61;111
22;2;2025-03-25;2025-04-24;3948.31;54;61;111
22;857;2025-03-25;2025-06-23;2815.35;69;61;111
22;973;2025-03-25;2025-04-24;4311.28;75;61;111
22;219;2025-03-25;2025-05-24;325.44;77;61;111
22;296;2025-03-25;2025-06-23;1667.34;76;61;111
22;416;2025-03-25;2025-06-23;940.41;38;61;111
22;438;2025-03-25;2025-04-24;2694.08;90;61;111
23;275;2024-05-26;2024-07-25;755.82;17;52;136
23;559;2024-05-26;2025-05-26;3787.35;31;52;136
23;852;2024-05-26;2024-06-09;657.4;76;52;136
23;998;2024-05-26;2024-07-25;3657.3;11;52;136
23;734;2024-05-26;2024-06-25;3382.99;61;52;136
23;841;2024-05-26;2024-06-09;4688.71;8;52;136
23;956;2024-05-26;2024-07-25;3998.87;62;52;136
23;460;2024-05-26;2024-08-24;4264.12;27;52;136
23;125;2024-05-26;2025-05-26;4490.93;67;52;136
23;903;2024-05-26;2025-05-26;2088.63;17;52;136
23;295;2024-05-26;2024-06-25;1626.55;59;52;136
23;634;2024-05-26;2024-07-25;4084.18;99;52;136
23;360;2024-05-26;2024-11-22;4274.57;5;52;136
23;848;2024-05-26;2024-06-02;4193.26;4;52;136
23;872;2024-05-26;2025-05-26;311.94;71;52;136
23;13;2024-05-26;2024-11-22;3215.61;6;52;136
23;565;2024-05-26;2024-08-24;561.73;100;52;136
23;177;2024-05-26;2024-06-25;1598.67;56;52;136
23;300;2024-05-26;2025-05-26;3781.46;1;52;136
24;49;2025-03-13;2025-09-09;2394.73;12;73;104
24;595;2025-03-13;2025-03-20;4505.14;46;73;104
24;271;2025-03-13;2025-06-11;594.94;74;73;104
24;485;2025-03-13;2025-03-20;4876.76;6;73;104
24;829;2025-03-13;2025-06-11;1878.66;87;73;104
24;810;2025-03-13;2025-05-12;3412.57;70;73;104
24;157;2025-03-13;2025-05-12;1251.74;33;73;104
24;296;2025-03-13;2025-05-12;349.9;48;73;104
24;143;2025-03-13;2025-04-12;569.91;94;73;104
24;517;2025-03-13;2026-03-13;1153.89;87;73;104
24;310;2025-03-13;2025-09-09;4571.25;66;73;104
24;809;2025-03-13;2025-06-11;781.44;82;73;104
24;846;2025-03-13;2025-06-11;786.05;10;73;104
24;407;2025-03-13;2025-04-12;1243.52;66;73;104
24;289;2025-03-13;2025-06-11;4484.47;47;73;104
25;582;2024-05-15;2024-05-22;68.64;44;100;105
25;125;2024-05-15;2024-06-14;3523.48;18;100;105
25;739;2024-05-15;2024-05-22;2870.55;40;100;105
25;521;2024-05-15;2024-07-14;3846.15;22;100;105
25;523;2024-05-15;2024-05-22;2504.83;76;100;105
25;903;2024-05-15;2024-08-13;572.15;17;100;105
25;388;2024-05-15;2024-07-14;2703.41;13;100;105
25;244;2024-05-15;2024-06-14;1366.5;49;100;105
25;226;2024-05-15;2024-08-13;3805.53;54;100;105
25;101;2024-05-15;2025-05-15;787.27;38;100;105
25;43;2024-05-15;2025-05-15;3104.57;79;100;105
26;766;2024-10-10;2025-01-08;4142.1;76;62;22
26;903;2024-10-10;2024-12-09;4608.55;75;62;22
26;471;2024-10-10;2025-04-08;3300.75;77;62;22
26;17;2024-10-10;2025-10-10;734.31;75;62;22
26;270;2024-10-10;2025-04-08;1788.54;82;62;22
26;46;2024-10-10;2025-01-08;4796.34;15;62;22
26;662;2024-10-10;2024-11-09;4561.23;79;62;22
26;410;2024-10-10;2024-12-09;3029.38;94;62;22
26;96;2024-10-10;2024-11-09;4349.6;85;62;22
26;167;2024-10-10;2025-04-08;4193.83;36;62;22
26;521;2024-10-10;2024-10-24;828.45;23;62;22
26;752;2024-10-10;2024-10-24;847.96;55;62;22
26;878;2024-10-10;2025-04-08;3251.25;68;62;22
27;704;2024-07-18;2025-07-18;1827.18;90;30;40
27;642;2024-07-18;2024-07-25;2030.84;84;30;40
27;459;2024-07-18;2024-08-01;4856.95;17;30;40
27;752;2024-07-18;2025-01-14;1822.57;63;30;40
27;260;2024-07-18;2024-08-01;1440.63;25;30;40
27;205;2024-07-18;2024-09-16;4620.18;60;30;40
27;145;2024-07-18;2024-07-25;1663.16;60;30;40
27;939;2024-07-18;2025-07-18;4004.48;76;30;40
27;113;2024-07-18;2024-07-25;4405.76;93;30;40
27;471;2024-07-18;2025-07-18;278.28;75;30;40
27;52;2024-07-18;2024-10-16;2218.77;18;30;40
27;698;2024-07-18;2025-01-14;565.76;23;30;40
28;588;2025-02-05;2025-04-06;1982.15;62;94;40
28;846;2025-02-05;2026-02-05;1080.5;68;94;40
28;839;2025-02-05;2026-02-05;2156.85;64;94;40
28;652;2025-02-05;2025-08-04;841.03;49;94;40
28;270;2025-02-05;2026-02-05;2194.27;7;94;40
28;711;2025-02-05;2025-02-12;2271.47;31;94;40
28;967;2025-02-05;2025-05-06;2791.63;1;94;40
28;340;2025-02-05;2025-03-07;1842.33;35;94;40
28;546;2025-02-05;2025-03-07;4901.86;99;94;40
28;192;2025-02-05;2025-02-19;1635.91;51;94;40
28;512;2025-02-05;2025-02-19;3547.09;88;94;40
28;76;2025-02-05;2025-02-12;1489.14;62;94;40
29;659;2024-11-12;2024-11-26;349.8;85;30;42
29;228;2024-11-12;2024-11-26;4369.16;25;30;42
29;248;2024-11-12;2024-11-26;2950.31;24;30;42
29;832;2024-11-12;2024-11-19;4396.44;52;30;42
29;571;2024-11-12;2024-12-12;3658.07;71;30;42
29;38;2024-11-12;2025-02-10;2513.61;12;30;42
29;525;2024-11-12;2025-11-12;1091.55;96;30;42
29;655;2024-11-12;2024-12-12;2521.23;35;30;42
29;277;2024-11-12;2025-05-11;2989.8;54;30;42
29;439;2024-11-12;2024-11-19;3156.53;13;30;42
29;18;2024-11-12;2024-12-12;2533.08;33;30;42
29;160;2024-11-12;2025-11-12;3381.87;97;30;42
29;492;2024-11-12;2024-11-26;807.94;67;30;42
29;429;2024-11-12;2024-11-19;4490.55;34;30;42
29;883;2024-11-12;2025-02-10;2592.07;48;30;42
29;791;2024-11-12;2025-02-10;1752.59;19;30;42
30;215;2024-05-29;2024-07-28;514.23;24;21;76
30;759;2024-05-29;2024-11-25;1142.72;56;21;76
30;191;2024-05-29;2024-11-25;3628.3;71;21;76
30;953;2024-05-29;2024-06-05;712.32;32;21;76
30;581;2024-05-29;2024-06-28;1247.11;95;21;76
30;820;2024-05-29;2024-11-25;2127.41;34;21;76
30;222;2024-05-29;2024-11-25;729.19;92;21;76
30;729;2024-05-29;2024-11-25;2479.52;29;21;76
30;639;2024-05-29;2025-05-29;4975.36;64;21;76
30;714;2024-05-29;2024-07-28;4090.7;76;21;76
30;42;2024-05-29;2024-11-25;2669.21;13;21;76
30;522;2024-05-29;2024-07-28;2644.06;32;21;76
30;847;2024-05-29;2024-06-05;344.79;21;21;76
30;519;2024-05-29;2024-08-27;3980.54;85;21;76
30;780;2024-05-29;2025-05-29;3157.57;7;21;76
31;27;2024-07-21;2024-08-20;2544.8;35;34;101
31;131;2024-07-21;2025-07-21;1527.3;72;34;101
31;221;2024-07-21;2025-01-17;3976.43;2;34;101
31;192;2024-07-21;2024-09-19;384.74;24;34;101
31;636;2024-07-21;2024-09-19;4262.88;38;34;101
31;713;2024-07-21;2024-08-20;3130.28;43;34;101
31;827;2024-07-21;2024-09-19;1232.64;69;34;101
31;111;2024-07-21;2024-07-28;2629.05;38;34;101
31;606;2024-07-21;2025-07-21;2754.15;91;34;101
31;96;2024-07-21;2024-08-20;1451.58;58;34;101
31;372;2024-07-21;2024-09-19;3165.07;21;34;101
31;826;2024-07-21;2024-09-19;868.47;44;34;101
31;971;2024-07-21;2024-10-19;2557.45;55;34;101
31;967;2024-07-21;2024-10-19;4198.87;83;34;101
31;889;2024-07-21;2025-01-17;1600.0;66;34;101
31;808;2024-07-21;2024-08-04;4080.64;45;34;101
31;886;2024-07-21;2024-09-19;366.92;58;34;101
31;393;2024-07-21;2024-08-04;4087.55;51;34;101
31;879;2024-07-21;2024-07-28;2681.2;86;34;101
31;836;2024-07-21;2024-08-20;4862.75;69;34;101
32;973;2024-10-17;2024-10-24;2122.81;37;34;84
32;493;2024-10-17;2024-11-16;885.26;30;34;84
32;205;2024-10-17;2024-10-31;2129.24;82;34;84
32;389;2024-10-17;2024-11-16;1171.61;78;34;84
32;653;2024-10-17;2024-10-31;3649.6;39;34;84
32;732;2024-10-17;2025-01-15;2596.3;51;34;84
32;421;2024-10-17;2024-12-16;3030.97;25;34;84
32;306;2024-10-17;2025-01-15;90.21;68;34;84
32;608;2024-10-17;2024-10-31;171.22;95;34;84
32;989;2024-10-17;2025-10-17;3490.4;83;34;84
32;327;2024-10-17;2025-04-15;3437.5;14;34;84
32;74;2024-10-17;2025-10-17;1736.78;79;34;84
33;172;2025-03-28;2025-04-27;3772.66;69;5;90
33;255;2025-03-28;2025-06-26;4678.65;56;5;90
33;262;2025-03-28;2025-04-04;3370.39;18;5;90
33;895;2025-03-28;2025-04-27;1646.48;52;5;90
33;469;2025-03-28;2026-03-28;1805.8;60;5;90
33;93;2025-03-28;2025-05-27;4219.01;35;5;90
33;206;2025-03-28;2025-04-27;1054.16;37;5;90
33;852;2025-03-28;2025-04-11;1411.14;38;5;90
33;404;2025-03-28;2025-04-27;3329.93;71;5;90
33;983;2025-03-28;2025-05-27;2306.16;70;5;90
33;636;2025-03-28;2025-05-27;4167.73;49;5;90
33;442;2025-03-28;2025-04-27;4049.44;8;5;90
33;601;2025-03-28;2026-03-28;83.34;83;5;90
33;339;2025-03-28;2025-04-11;1573.87;96;5;90
33;239;2025-03-28;2025-06-26;3884.76;97;5;90
33;541;2025-03-28;2025-04-27;1994.87;5;5;90
33;786;2025-03-28;2025-09-24;2389.76;76;5;90
33;479;2025-03-28;2025-06-26;2934.69;60;5;90
33;644;2025-03-28;2026-03-28;4028.49;83;5;90
33;132;2025-03-28;2025-05-27;490.15;72;5;90
34;741;2024-12-14;2025-12-14;1290.84;4;42;117
34;895;2024-12-14;2025-03-14;3639.33;10;42;117
