order_id,reg_date,counterpart,seller_name,seller_type,order_total,products_count,month
543,2024-12-22,96,Юридическое лицо 'ОАО «Назаров Федоров»',покупатель,811734,7,2024-12
3924,2025-03-17,58,Юридическое лицо 'ЗАО «Меркушев»',покупатель,809860,5,2025-03
3312,2024-12-31,67,Юридическое лицо 'НПО «Фокин-Калинин»',покупатель,809633,10,2024-12
1880,2025-04-18,10,"Индивидуальный предприниматель 'ЗАО «Веселова, Горбунова и Григорьева»'",покупатель,806583,8,2025-04
363,2025-01-19,114,Физическое лицо 'Воробьева Лтд',покупатель,805971,6,2025-01
2077,2024-10-21,149,Юридическое лицо 'ОАО «Гаврилов-Васильева»',покупатель,805773,8,2024-10
4614,2024-05-13,24,Физическое лицо 'ООО «Сорокина»',покупатель,804029,7,2024-05
4016,2024-10-16,80,"Индивидуальный предприниматель 'ООО «Селиверстов, Казаков и Носов»'",покупатель,803193,8,2024-10
3656,2025-02-19,89,Физическое лицо 'ООО «Логинов-Рогова»',покупатель,802606,10,2025-02
2966,2025-04-02,57,Индивидуальный предприниматель 'ООО «Анисимова»',покупатель,802563,10,2025-04
122,2025-03-01,21,"Индивидуальный предприниматель 'ИП «Крылов, Корнилов и Попова»'",покупатель,802415,5,2025-03
3191,2025-03-30,70,"Юридическое лицо 'АО «Исакова, Гришин и Лаврентьев»'",покупатель,802221,6,2025-03
2631,2025-04-29,102,Юридическое лицо 'Михайлова Инк',покупатель,801930,8,2025-04
317,2025-02-19,57,Индивидуальный предприниматель 'ООО «Анисимова»',покупатель,801183,8,2025-02
4338,2025-04-23,97,Юридическое лицо 'ОАО «Белозеров»',покупатель,798622,9,2025-04
2272,2024-07-16,127,Юридическое лицо 'Газпром бурение',покупатель,798548,6,2024-07
4652,2025-01-02,128,Юридическое лицо 'ООО «Белова Большаков»',покупатель,798334,9,2025-01
3262,2024-05-26,79,Индивидуальный предприниматель 'ОАО «Новиков»',покупатель,796538,10,2024-05
1174,2024-06-23,98,Индивидуальный предприниматель 'ЗАО «Алексеев Королева»',покупатель,795560,7,2024-06
3402,2025-03-04,80,"Индивидуальный предприниматель 'ООО «Селиверстов, Казаков и Носов»'",покупатель,795392,10,2025-03
4676,2024-08-14,27,"Индивидуальный предприниматель 'АО «Казакова, Афанасьев и Соловьева»'",покупатель,795004,10,2024-08
3503,2025-04-04,147,Физическое лицо 'ИП «Агафонов Козлова»',покупатель,794961,9,2025-04
829,2024-05-10,137,Физическое лицо 'ООО «Цветкова»',покупатель,792789,7,2024-05
3247,2024-10-01,148,Индивидуальный предприниматель 'ЗАО «Потапова Ильина»',покупатель,791797,9,2024-10
3320,2024-05-14,137,Физическое лицо 'ООО «Цветкова»',покупатель,790998,9,2024-05
1792,2024-08-04,70,"Юридическое лицо 'АО «Исакова, Гришин и Лаврентьев»'",покупатель,789384,8,2024-08
133,2024-07-16,108,"Индивидуальный предприниматель 'ООО «Карпова, Котова и Фокина»'",покупатель,787869,6,2024-07
1869,2024-11-20,108,"Индивидуальный предприниматель 'ООО «Карпова, Котова и Фокина»'",покупатель,787186,8,2024-11
2734,2024-05-14,115,Юридическое лицо 'ОАО «Горбачев Михайлова»',покупатель,786231,8,2024-05
2274,2024-08-04,71,"Индивидуальный предприниматель 'НПО «Бурова, Ильина и Дементьев»'",покупатель,785888,9,2024-08
3560,2024-08-10,128,Юридическое лицо 'ООО «Белова Большаков»',покупатель,783972,6,2024-08
1378,2024-10-21,70,"Юридическое лицо 'АО «Исакова, Гришин и Лаврентьев»'",покупатель,783948,9,2024-10
2863,2025-02-06,61,Индивидуальный предприниматель 'НПО «Алексеева Соколова»',покупатель,783926,9,2025-02
2392,2024-05-25,37,Юридическое лицо 'АО «Ершов Суханова»',покупатель,783324,10,2024-05
1903,2025-03-08,70,"Юридическое лицо 'АО «Исакова, Гришин и Лаврентьев»'",покупатель,783131,5,2025-03
3155,2024-09-28,58,Юридическое лицо 'ЗАО «Меркушев»',покупатель,782993,10,2024-09
976,2024-09-07,33,Физическое лицо 'АО «Соколова»',покупатель,781198,9,2024-09
1235,2024-12-25,63,Индивидуальный предприниматель 'НПО «Ефимов»',покупатель,780311,8,2024-12
1226,2025-02-19,11,Индивидуальный предприниматель 'НПО «Шарапов Белоусов»',покупатель,779976,10,2025-02
2590,2024-07-16,4,Юридическое лицо 'ИП «Шарапов»',покупатель,779882,6,2024-07
4069,2025-03-12,70,"Юридическое лицо 'АО «Исакова, Гришин и Лаврентьев»'",покупатель,778662,8,2025-03
3033,2024-07-26,149,Юридическое лицо 'ОАО «Гаврилов-Васильева»',покупатель,777117,10,2024-07
862,2025-01-14,113,Юридическое лицо 'Никифорова Групп',покупатель,776725,10,2025-01
4686,2025-04-19,5,Юридическое лицо 'РАО «Ковалева»',покупатель,776078,10,2025-04
1793,2025-04-10,20,"Физическое лицо 'АО «Новикова, Горбачева и Русаков»'",покупатель,773697,8,2025-04
3181,2024-08-20,52,Юридическое лицо 'Энергосбытовая компания Восток',покупатель,772920,10,2024-08
4192,2025-01-19,102,Юридическое лицо 'Михайлова Инк',покупатель,772833,10,2025-01
1553,2024-09-13,137,Физическое лицо 'ООО «Цветкова»',покупатель,772180,9,2024-09
3900,2024-08-08,44,"Физическое лицо 'РАО «Егоров, Давыдова и Бобылева»'",покупатель,769477,10,2024-08
4375,2025-03-12,44,"Физическое лицо 'РАО «Егоров, Давыдова и Бобылева»'",покупатель,767421,5,2025-03
4151,2024-05-23,89,Физическое лицо 'ООО «Логинов-Рогова»',покупатель,767228,10,2024-05
2671,2025-02-18,108,"Индивидуальный предприниматель 'ООО «Карпова, Котова и Фокина»'",покупатель,765549,10,2025-02
1985,2024-06-16,24,Физическое лицо 'ООО «Сорокина»',покупатель,764012,7,2024-06
889,2025-01-25,109,Юридическое лицо 'Савельева Лимитед',покупатель,763561,8,2025-01
4455,2024-11-19,128,Юридическое лицо 'ООО «Белова Большаков»',покупатель,762780,2,2024-11
1057,2024-08-16,137,Физическое лицо 'ООО «Цветкова»',покупатель,762097,10,2024-08
770,2024-09-12,30,Физическое лицо 'Государственная транспортная лизинговая компания',покупатель,759919,8,2024-09
831,2024-08-25,80,"Индивидуальный предприниматель 'ООО «Селиверстов, Казаков и Носов»'",покупатель,759525,10,2024-08
1805,2025-03-29,149,Юридическое лицо 'ОАО «Гаврилов-Васильева»',покупатель,758462,10,2025-03
4945,2024-08-11,130,"Индивидуальный предприниматель 'НПО «Крылов, Ильина и Лапин»'",покупатель,755165,8,2024-08
4598,2025-01-18,114,Физическое лицо 'Воробьева Лтд',покупатель,753276,8,2025-01
4833,2024-11-09,57,Индивидуальный предприниматель 'ООО «Анисимова»',покупатель,753133,7,2024-11
2915,2024-10-17,71,"Индивидуальный предприниматель 'НПО «Бурова, Ильина и Дементьев»'",покупатель,751657,10,2024-10
2156,2024-12-15,107,"Юридическое лицо 'РАО «Некрасова, Ершов и Попов»'",покупатель,750812,9,2024-12
358,2024-09-16,128,Юридическое лицо 'ООО «Белова Большаков»',покупатель,750576,7,2024-09
344,2024-11-23,79,Индивидуальный предприниматель 'ОАО «Новиков»',покупатель,750255,6,2024-11
4487,2024-09-03,50,Юридическое лицо 'Трофимов Лимитед',покупатель,749272,10,2024-09
2201,2025-03-10,131,Юридическое лицо 'АО «Титова Туров»',покупатель,748917,6,2025-03
991,2025-02-10,102,Юридическое лицо 'Михайлова Инк',покупатель,747870,6,2025-02
759,2025-02-20,115,Юридическое лицо 'ОАО «Горбачев Михайлова»',покупатель,747601,7,2025-02
1264,2024-10-31,27,"Индивидуальный предприниматель 'АО «Казакова, Афанасьев и Соловьева»'",покупатель,747330,10,2024-10
1677,2025-01-16,120,Физическое лицо 'Кудряшова и партнеры',покупатель,746949,6,2025-01
3385,2025-03-02,137,Физическое лицо 'ООО «Цветкова»',покупатель,746880,7,2025-03
4622,2025-02-03,103,"Индивидуальный предприниматель 'АО «Кудрявцева, Соболева и Зыкова»'",покупатель,744280,10,2025-02
1922,2024-08-05,71,"Индивидуальный предприниматель 'НПО «Бурова, Ильина и Дементьев»'",покупатель,743517,8,2024-08
683,2024-12-18,109,Юридическое лицо 'Савельева Лимитед',покупатель,743287,10,2024-12
847,2024-08-20,4,Юридическое лицо 'ИП «Шарапов»',покупатель,742548,9,2024-08
1334,2024-08-18,149,Юридическое лицо 'ОАО «Гаврилов-Васильева»',покупатель,742273,6,2024-08
91,2024-10-30,80,"Индивидуальный предприниматель 'ООО «Селиверстов, Казаков и Носов»'",покупатель,741936,7,2024-10
776,2025-04-17,48,Юридическое лицо 'Горбунов Инк',покупатель,741274,5,2025-04
444,2025-01-19,102,Юридическое лицо 'Михайлова Инк',покупатель,740059,8,2025-01
1535,2025-04-14,37,Юридическое лицо 'АО «Ершов Суханова»',покупатель,739050,10,2025-04
4164,2025-04-21,71,"Индивидуальный предприниматель 'НПО «Бурова, Ильина и Дементьев»'",покупатель,739006,10,2025-04
4091,2025-04-11,115,Юридическое лицо 'ОАО «Горбачев Михайлова»',покупатель,738863,7,2025-04
3732,2025-03-26,8,Физическое лицо 'АО «Козлова Цветков»',покупатель,737197,9,2025-03
1840,2025-02-28,147,Физическое лицо 'ИП «Агафонов Козлова»',покупатель,735497,10,2025-02
785,2024-10-31,58,Юридическое лицо 'ЗАО «Меркушев»',покупатель,735458,9,2024-10
1606,2025-04-18,10,"Индивидуальный предприниматель 'ЗАО «Веселова, Горбунова и Григорьева»'",покупатель,735171,4,2025-04
3729,2024-06-20,79,Индивидуальный предприниматель 'ОАО «Новиков»',покупатель,734931,10,2024-06
1663,2024-07-19,74,Юридическое лицо 'Банк Возрождение',покупатель,734681,5,2024-07
4869,2025-04-01,130,"Индивидуальный предприниматель 'НПО «Крылов, Ильина и Лапин»'",покупатель,732922,10,2025-04
1850,2025-01-21,96,Юридическое лицо 'ОАО «Назаров Федоров»',покупатель,732770,10,2025-01
2930,2024-08-14,106,Юридическое лицо 'НПО «Туров»',покупатель,730663,9,2024-08
1813,2024-08-08,59,Физическое лицо 'Арктикгаз',покупатель,730642,10,2024-08
1056,2024-09-16,58,Юридическое лицо 'ЗАО «Меркушев»',покупатель,729392,7,2024-09
3959,2024-11-12,96,Юридическое лицо 'ОАО «Назаров Федоров»',покупатель,729279,8,2024-11
4135,2024-12-25,72,Индивидуальный предприниматель 'ООО «Лукина»',покупатель,728245,10,2024-12
2052,2025-04-09,103,"Индивидуальный предприниматель 'АО «Кудрявцева, Соболева и Зыкова»'",покупатель,727086,9,2025-04
1270,2024-05-14,95,Физическое лицо 'Сорокин Инкорпорэйтед',покупатель,725318,10,2024-05
4066,2025-02-18,64,Юридическое лицо 'Уральский банк реконструкции и развития',покупатель,724699,6,2025-02
2727,2025-04-13,29,Индивидуальный предприниматель 'НПО «Потапова Нестеров»',покупатель,724593,9,2025-04
1927,2024-05-24,63,Индивидуальный предприниматель 'НПО «Ефимов»',покупатель,724091,7,2024-05
200,2024-08-27,79,Индивидуальный предприниматель 'ОАО «Новиков»',покупатель,722764,8,2024-08
33,2024-08-08,44,"Физическое лицо 'РАО «Егоров, Давыдова и Бобылева»'",покупатель,722406,6,2024-08
4436,2025-03-21,120,Физическое лицо 'Кудряшова и партнеры',покупатель,721302,10,2025-03
3783,2024-08-19,30,Физическое лицо 'Государственная транспортная лизинговая компания',покупатель,720723,2,2024-08
59,2025-03-19,122,Физическое лицо 'РАО «Селиверстов-Селезнева»',покупатель,717612,9,2025-03
3272,2024-12-29,59,Физическое лицо 'Арктикгаз',покупатель,716881,10,2024-12
1864,2025-04-02,89,Физическое лицо 'ООО «Логинов-Рогова»',покупатель,714979,7,2025-04
362,2024-12-31,10,"Индивидуальный предприниматель 'ЗАО «Веселова, Горбунова и Григорьева»'",покупатель,713182,3,2024-12
2198,2024-09-30,78,Юридическое лицо 'НПФ Газфонд пенсионные накопления',покупатель,712161,9,2024-09
1620,2024-05-23,88,Физическое лицо 'Военторг',покупатель,710261,7,2024-05
4816,2025-01-15,74,Юридическое лицо 'Банк Возрождение',покупатель,708766,4,2025-01
156,2025-01-19,51,Юридическое лицо 'Фролова Лтд',покупатель,708335,8,2025-01
367,2024-09-30,131,Юридическое лицо 'АО «Титова Туров»',покупатель,707132,10,2024-09
1099,2024-08-12,137,Физическое лицо 'ООО «Цветкова»',покупатель,707081,6,2024-08
1649,2025-03-22,69,Индивидуальный предприниматель 'ОАО «Горбунов»',покупатель,706954,7,2025-03
